"","date","Airport","Air_MonthAvg","std","precision","Region","BVS","CAB","CAN","EYS","RHM","SQR","TIN","TIS","WDD"
"198",2020-06-01,NA,12.38,1.8619881847101,0.288433804441881,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2020-07-01,NA,14.58,1.38636214604987,0.520291363163372,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2020-08-01,NA,14.32,2.15453011118434,0.2154243860405,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2020-09-01,NA,9.82,0.630079360080934,2.51889168765743,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2020-10-01,NA,3.92,0.870057469366248,1.32100396301189,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2020-11-01,NA,0.58,2.23986606742457,0.199322304165836,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2020-12-01,NA,-5.22,3.37446292022894,0.0878194432247299,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",2021-01-01,NA,-7.04,4.56760331027115,0.0479317451948426,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2021-02-01,NA,-3.14,2.88149266873959,0.120438395760568,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2021-03-01,NA,-0.6,1.90131533418315,0.276625172890733,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2021-04-01,NA,3.26,1.53394915169963,0.424989375265618,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2021-05-01,NA,7.12,0.719027120489902,1.93423597678917,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2021-06-01,NA,10.54,1.69351705040132,0.348675034867504,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2021-07-01,NA,13.94,1.60093722550261,0.390167772142021,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2021-08-01,NA,12.64,0.96591925128346,1.07181136120043,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2021-09-01,NA,9,0.758287544405155,1.73913043478261,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2021-10-01,NA,3.22,0.683373982530796,2.14132762312634,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",2021-11-01,NA,-4.74,2.12202733252897,0.222074172773706,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2021-12-01,NA,-4.46,3.1429285706169,0.101235067827495,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2022-01-01,NA,-2.76,1.741551032844,0.329706561160567,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2022-02-01,NA,-0.5,2.4114311103575,0.171969045571797,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2022-03-01,NA,1.48,1.75840837122666,0.323415265200518,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2022-04-01,NA,4.9,1.05830052442584,0.892857142857143,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2022-05-01,NA,8.5,0.509901951359278,3.84615384615385,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",2022-06-01,NA,13.24,1.38852439661678,0.518672199170125,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2022-07-01,NA,14.64,1.3145341380124,0.578703703703704,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2022-08-01,NA,12.96,0.260768096208106,14.7058823529412,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2022-09-01,NA,8.7,1.32476412994918,0.56980056980057,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2022-10-01,NA,3.64,4.32469652114458,0.0534673581778324,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2022-11-01,NA,-0.12,3.17285360519517,0.09933445912387,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2022-12-01,NA,-2.56,1.95780489324141,0.26089225150013,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2023-01-01,NA,-3.44,2.40478689284518,0.172920629431091,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2023-02-01,NA,1.5,2.44744765010408,0.166944908180301,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2023-03-01,NA,1.68,1.81989010657237,0.301932367149758,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2023-04-01,NA,4.26,2.70425590505041,0.136742786817995,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2023-05-01,NA,8.32,0.704982269280583,2.01207243460764,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",2023-06-01,NA,12.6,1.63095064303001,0.37593984962406,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2023-07-01,NA,14.4,1.14673449411797,0.760456273764259,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2023-08-01,NA,13.26,0.993981891183134,1.01214574898785,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2023-09-01,NA,11.22,1.23166553901617,0.659195781147,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2023-10-01,NA,5.68,2.98948156040475,0.111894371713103,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2023-11-01,NA,-0.56,2.64915080733431,0.142490738102023,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2023-12-01,NA,-4.38,1.04259292151827,0.919963201471941,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2024-01-01,NA,-4.8,3.06022874961987,0.106780565936999,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2024-02-01,NA,-1.54,1.30499042142079,0.587199060481503,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2024-03-01,NA,0.48,3.85188265657198,0.0673990698928355,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",2024-04-01,NA,4.5,1.51492574075431,0.435729847494553,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2024-05-01,NA,8.14,0.792464510246358,1.59235668789809,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",2024-06-01,NA,12.24,1.27003936946852,0.619962802231866,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",2024-07-01,NA,14.26,1.10136279218067,0.824402308326464,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",2024-08-01,NA,12.7,1.3076696830622,0.584795321637427,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",2024-09-01,NA,10.24,1.03585713300628,0.931966449207829,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",2024-10-01,NA,3.46,0.250998007960223,15.8730158730159,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2024-11-01,NA,-3.72,1.8430952227164,0.294377391816309,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2024-12-01,NA,-4.96,2.73276416838336,0.133904659882164,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2025-01-01,NA,-2.62,3.8349706648161,0.0679948323927382,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",2025-02-01,NA,-1.98,4.15475631054338,0.0579307148650214,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2025-03-01,NA,1.08,2.75626558952507,0.131630906936949,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2025-04-01,NA,3.24,2.5165452509343,0.157903047528817,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2025-05-01,NA,7.92,0.947100839404126,1.11482720178372,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",2025-06-01,NA,12.94,2.6651453994107,0.140785583556244,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2025-07-01,NA,13.78,0.605805249234438,2.72479564032698,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2025-08-01,NA,13.1,0.974679434480896,1.05263157894737,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2025-09-01,NA,9.76,1.09909053312273,0.827814569536424,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2025-10-01,NA,3.48,1.62849623886578,0.377073906485671,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",2025-11-01,NA,-2.2,2.72304976083802,0.134861766689144,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2025-12-01,NA,-3.6,2.66552058705237,0.140745953553835,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2026-01-01,NA,-4.98,3.33646519538268,0.0898311174991017,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2026-02-01,NA,-1.04,1.4656056768449,0.465549348230912,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",2026-03-01,NA,2.9,1.89736659610103,0.277777777777778,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",2026-04-01,NA,6.12,2.89689488935998,0.119161105815062,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2026-05-01,NA,8.92,2.16494803632789,0.213356091316407,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2026-06-01,NA,12.5,2.55244980362004,0.153491941673062,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2026-07-01,NA,14.52,0.756306816047561,1.74825174825175,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2026-08-01,NA,13.26,1.23409886151799,0.656598818122128,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2026-09-01,NA,10.8,1.37840487520902,0.526315789473684,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2026-10-01,NA,4.24,2.31473540604537,0.186636804777902,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2026-11-01,NA,-0.2,2.8,0.127551020408163,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2026-12-01,NA,-3.42,2.82789674493253,0.125046892584719,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2027-01-01,NA,-2.5,2.45662369930765,0.165700082850041,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2027-02-01,NA,-1.64,3.73403267259407,0.0717205766334361,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2027-03-01,NA,0.34,2.5075884829852,0.159033078880407,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2027-04-01,NA,5.42,2.08614476966485,0.229779411764706,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2027-05-01,NA,8.62,1.78381613402279,0.314267756128221,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2027-06-01,NA,13.9,1.40534693225552,0.506329113924051,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2027-07-01,NA,16.3,1.69705627484771,0.347222222222222,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2027-08-01,NA,14.92,1.29884564132925,0.592768227622999,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2027-09-01,NA,10.5,1.43352711868315,0.48661800486618,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2027-10-01,NA,5.16,1.70528589978338,0.343878954607978,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2027-11-01,NA,-0.8,3.8619943034655,0.0670465973851827,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2027-12-01,NA,-7.78,5.00419823748021,0.0399329127066528,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2028-01-01,NA,-2.5,2.3895606290697,0.175131348511384,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2028-02-01,NA,-1.3,1.57003184681076,0.405679513184584,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2028-03-01,NA,-2.06,4.02280996319737,0.0617932398195637,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2028-04-01,NA,3.4,0.913783344124853,1.19760479041916,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2028-05-01,NA,8.24,0.563914887194867,3.14465408805032,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2028-06-01,NA,12.68,1.68136849024835,0.353731871241599,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2028-07-01,NA,13.7,0.620483682299543,2.5974025974026,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2028-08-01,NA,14.36,1.68908259123111,0.350508236943568,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2028-09-01,NA,10.42,0.825832912882503,1.46627565982405,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2028-10-01,NA,5.58,1.40249777183424,0.508388408744281,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",2028-11-01,NA,-1.98,2.80303407043154,0.127275041364388,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2028-12-01,NA,-5.46,3.28831263720468,0.0924812725423102,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",2029-01-01,NA,-3.9,3.83666521865018,0.0679347826086957,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2029-02-01,NA,-1.26,2.7437201023428,0.132837407013815,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2029-03-01,NA,-0.0599999999999998,4.02529502024386,0.0617169659939517,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2029-04-01,NA,4.56,1.65166582576501,0.366568914956012,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2029-05-01,NA,8.86,1.75584737377712,0.324359390204346,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2029-06-01,NA,12.24,1.42407864951343,0.493096646942801,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2029-07-01,NA,13.66,1.66222742126341,0.361925443358668,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",2029-08-01,NA,13.72,1.61462069849237,0.383582662063675,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2029-09-01,NA,10.5,1.94935886896179,0.263157894736842,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",2029-10-01,NA,3.84,2.03297811104793,0.241954996370675,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",2029-11-01,NA,-1.3,2.51694258973064,0.15785319652723,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2029-12-01,NA,-4.54,3.08512560522258,0.105064089094348,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",2030-01-01,NA,-1,1.17898261225516,0.719424460431655,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2030-02-01,NA,0.66,1.96545160204977,0.258866166192079,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2030-03-01,NA,2.82,3.62035909821111,0.0762951094834821,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2030-04-01,NA,5.38,1.40605832026982,0.505816894284269,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2030-05-01,NA,9.22,1.79638525934723,0.309885342423303,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2030-06-01,NA,13.8,2.67861904719577,0.139372822299652,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2030-07-01,NA,14.78,2.19590528028875,0.207382828701784,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2030-08-01,NA,13.24,1.72278843738864,0.336927223719677,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",2030-09-01,NA,9.82,1.94987179065702,0.263019463440295,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2030-10-01,NA,3.4,2.6542418879974,0.14194464158978,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",2030-11-01,NA,-2.02,1.58018986201026,0.40048057669203,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",2030-12-01,NA,-3.98,3.47735531690393,0.0826993053258353,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",2031-01-01,NA,-6,6.67869747780209,0.0224190113216007,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",2031-02-01,NA,-4.44,4.063619076636,0.0605583479682674,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",2031-03-01,NA,-0.78,3.17679083352996,0.0990883868410622,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",2031-04-01,NA,4.14,1.20540449642433,0.688231245698555,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",2031-05-01,NA,7.5,0.533853912601566,3.50877192982456,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",2031-06-01,NA,11.76,0.873498712076898,1.31061598951507,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",2031-07-01,NA,13.84,1.02127371453494,0.958772770853307,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",2031-08-01,NA,12.92,0.645755371638517,2.39808153477218,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",2031-09-01,NA,9.92,0.822800097228969,1.47710487444608,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2031-10-01,NA,3.56,1.78969271105405,0.312207305650952,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",2031-11-01,NA,-2.36,2.99799933288852,0.11125945705385,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",2031-12-01,NA,-4.6,2.83548937575157,0.124378109452736,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",2032-01-01,NA,-3.98,1.64073154415949,0.37147102526003,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",2032-02-01,NA,-0.84,1.83657289536789,0.296471983397569,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2032-03-01,NA,1.18,2.27859605898018,0.192604006163328,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2032-04-01,NA,4.22,2.6771253239249,0.139528394028185,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2032-05-01,NA,8.62,1.36821051011897,0.534188034188034,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2032-06-01,NA,12.8,1.0770329614269,0.86206896551724,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",2032-07-01,NA,14.2,1.00995049383621,0.980392156862745,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2032-08-01,NA,13.62,1.81851587840195,0.302388872089507,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",2032-09-01,NA,10.82,1.78521707363558,0.313774709758393,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",2032-10-01,NA,4.74,3.55710556492213,0.0790326404805184,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",2032-11-01,NA,-3.46,1.0899541274751,0.841750841750842,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",2032-12-01,NA,-3.42,2.32314442082278,0.185288123031314,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",2033-01-01,NA,-1.04,3.56623050292602,0.0786287152067935,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2033-02-01,NA,1.98,3.35663521997848,0.0887547705689181,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",2033-03-01,NA,0.56,1.84743064822472,0.292997363023733,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2033-04-01,NA,4.78,1.75128524232919,0.32605151613955,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2033-05-01,NA,7.98,0.481663783151692,4.3103448275862,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",2033-06-01,NA,14.16,2.80855834904671,0.126774847870183,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2033-07-01,NA,15.14,2.58901525681098,0.149186931224825,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",2033-08-01,NA,14.32,1.06395488626163,0.88339222614841,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",2033-09-01,NA,10.66,1.34275835502893,0.554631170271769,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2033-10-01,NA,3.44,2.60825612239289,0.146993973247097,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2033-11-01,NA,-2.66,2.1824298385057,0.209951711106446,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2033-12-01,NA,-5.46,5.14324800102037,0.0378028957018108,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2034-01-01,NA,-2.6,0.570087712549569,3.07692307692308,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2034-02-01,NA,-0.38,3.86095843023465,0.0670825786543235,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",2034-03-01,NA,-1.9,1.18953772533703,0.706713780918728,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",2034-04-01,NA,3.76,1.66673333200005,0.359971202303816,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",2034-05-01,NA,7.9,0.897217922246318,1.24223602484472,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2034-06-01,NA,13.66,2.25233212470985,0.19712201852947,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",2034-07-01,NA,14.52,1.03537432844358,0.932835820895521,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2034-08-01,NA,13.88,1.92275843516548,0.270489586150933,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2034-09-01,NA,9.94,0.887693640846886,1.26903553299492,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2034-10-01,NA,3.88,1.47546602807384,0.459347726228755,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",2034-11-01,NA,-1.72,4.24876452630644,0.0553955240416574,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",2034-12-01,NA,-2.56,3.65143807286937,0.0750018750468762,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",2035-01-01,NA,-3.54,2.59094577326504,0.148964695367198,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",2035-02-01,NA,-1.34,4.57143303571211,0.0478514690400995,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",2035-03-01,NA,1.32,1.88997354478839,0.279955207166853,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",2035-04-01,NA,3.5,0.674536878161602,2.1978021978022,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",2035-05-01,NA,9.18,1.81989010657237,0.301932367149758,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",2035-06-01,NA,13.52,2.66589572189161,0.140706345856198,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2035-07-01,NA,14,1.18953772533703,0.706713780918728,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2035-08-01,NA,13.54,0.814248119432891,1.50829562594268,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2035-09-01,NA,10.86,0.9555103348473,1.09529025191676,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",2035-10-01,NA,5.68,1.16490342947388,0.736919675755343,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2035-11-01,NA,-1.32,1.33304163475864,0.56274620146314,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",2035-12-01,NA,-2.4,2.1,0.226757369614512,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",2036-01-01,NA,-5.92,2.92865156684779,0.116590882592981,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",2036-02-01,NA,-3.26,3.68143993567734,0.073784401977422,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2036-03-01,NA,0.38,3.28435686246181,0.0927041809585613,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2036-04-01,NA,4.5,1.2747548783982,0.615384615384615,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",2036-05-01,NA,8.74,1.54854770672395,0.417014178482068,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",2036-06-01,NA,13.32,1.68136849024835,0.353731871241599,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",2036-07-01,NA,15.56,2.26119437466132,0.195579894386857,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",2036-08-01,NA,14.34,2.10784249885991,0.225073148773351,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2036-09-01,NA,10.98,1.3311649033835,0.564334085778781,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",2036-10-01,NA,5.14,2.04646035876584,0.238777459407832,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2036-11-01,NA,-1.18,2.99616421445821,0.111395789239167,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",2036-12-01,NA,-2.38,2.44989795705862,0.166611129623459,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2037-01-01,NA,-1.24,1.93984535466104,0.265745415891576,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",2037-02-01,NA,1.56,3.14690323969454,0.100979501161264,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",2037-03-01,NA,1.68,2.85604621811343,0.122594090964815,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",2037-04-01,NA,5.04,1.68315180539368,0.352982703847511,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",2037-05-01,NA,8.88,1.36088206689632,0.539956803455724,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2037-06-01,NA,13.16,2.73733446988124,0.133457894034432,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2037-07-01,NA,15.32,1.40249777183424,0.508388408744281,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2037-08-01,NA,15.36,2.53830652207333,0.155207201614155,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2037-09-01,NA,10.6,2.18059624873565,0.210304942166141,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2037-10-01,NA,4.56,2.01072126362656,0.247341083353945,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2037-11-01,NA,-3.64,4.42074654328881,0.0511692165992939,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",2037-12-01,NA,-6,4.6706530592627,0.0458400183360073,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2038-01-01,NA,-2.8,2.70370116691916,0.136798905608755,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",2038-02-01,NA,-3.02,2.09451665068579,0.227946204695692,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",2038-03-01,NA,0.3,4.42888247755571,0.0509813917919959,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",2038-04-01,NA,4.76,2.20748725930638,0.205212394828648,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2038-05-01,NA,9.52,2.10523157871052,0.225631768953069,"CR",NA,NA,NA,NA,NA,NA,NA,NA,NA
