"","date","Airport","Air_MonthAvg","Air_MonthMax","Air_MonthMin","Region","MP1","MP3","PL3","PL2","UBP3","MP5","MP8","UBP1","UBP2","PL1","UBP4"
"196",2028-04-01,NA,4.7,7.9,0.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",2028-05-01,NA,8.5,10.6,5.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",2028-06-01,NA,12.4,15.1,9.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2028-07-01,NA,14,16.5,11.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2028-08-01,NA,14.5,17.2,11.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2028-09-01,NA,10.5,13.2,8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2028-10-01,NA,6.6,9.1,3.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2028-11-01,NA,-2.1,2.4,-4.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2028-12-01,NA,-4,1,-6.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",2029-01-01,NA,-3.2,1.5,-8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2029-02-01,NA,-0.2,3,-4.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2029-03-01,NA,0.4,4.2,-2.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2029-04-01,NA,4.1,6.4,0.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2029-05-01,NA,7.4,10.3,4.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2029-06-01,NA,11.5,15.1,8.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2029-07-01,NA,13.7,16,11.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2029-08-01,NA,13.2,16.2,11.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2029-09-01,NA,10.8,13.1,9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2029-10-01,NA,7.7,10.2,5.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",2029-11-01,NA,1,4.4,-3.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2029-12-01,NA,-1.5,1.9,-5.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2030-01-01,NA,-1.8,0.7,-7.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2030-02-01,NA,2,3.7,-2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2030-03-01,NA,2.5,4.5,-1.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2030-04-01,NA,4.6,6.4,0.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2030-05-01,NA,8,10.5,5.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",2030-06-01,NA,12.5,15.7,9.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2030-07-01,NA,14,17.3,11.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2030-08-01,NA,14.3,17.2,12,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2030-09-01,NA,11,13.2,8.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2030-10-01,NA,6.9,9.1,2.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2030-11-01,NA,0.7,2.8,-2.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2030-12-01,NA,-1.9,0.7,-5.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2031-01-01,NA,-2.4,1.2,-5.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2031-02-01,NA,-0.3,3,-5.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2031-03-01,NA,1.2,3.3,-3.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2031-04-01,NA,4.4,7,1.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2031-05-01,NA,8.1,10.6,5.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",2031-06-01,NA,12.5,15,9.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2031-07-01,NA,15,17.7,12.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2031-08-01,NA,14.3,17.6,12.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2031-09-01,NA,10.1,12.5,8.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2031-10-01,NA,6.1,9,2.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2031-11-01,NA,1.3,4.7,-2.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2031-12-01,NA,1.1,4.4,-3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2032-01-01,NA,-2.6,1.7,-6.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2032-02-01,NA,1.3,4.8,-0.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",2032-03-01,NA,1.7,5.3,-1.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",2032-04-01,NA,4.1,7.7,2.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",2032-05-01,NA,7,11.1,5.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",2032-06-01,NA,10.9,15.5,10.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",2032-07-01,NA,13,17.1,12.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",2032-08-01,NA,12.1,15.8,11.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",2032-09-01,NA,10.2,13.2,8.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",2032-10-01,NA,6.2,8.8,4.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",2032-11-01,NA,0.8,3.2,-3.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",2032-12-01,NA,-1.3,0.9,-6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2033-01-01,NA,-1.6,1,-5.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",2033-02-01,NA,1.8,4.9,-2.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2033-03-01,NA,0,4.5,-3.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2033-04-01,NA,3.2,5.9,-0.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2033-05-01,NA,8.5,10.6,6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",2033-06-01,NA,11.7,15.3,8.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2033-07-01,NA,15.1,17.9,12.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2033-08-01,NA,14.1,16.9,12.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2033-09-01,NA,10.5,13.2,8.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2033-10-01,NA,6.4,8.9,2.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",2033-11-01,NA,1.4,4.7,-0.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2033-12-01,NA,-0.2,2.2,-3.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2034-01-01,NA,-1.9,1.6,-4.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2034-02-01,NA,1,3.8,-2.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",2034-03-01,NA,1.9,4.6,-2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",2034-04-01,NA,4.5,6.7,1.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2034-05-01,NA,7.3,9.2,4.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2034-06-01,NA,12.3,14.3,8.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2034-07-01,NA,14.1,16.8,11.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2034-08-01,NA,13.4,15.7,11.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2034-09-01,NA,10.5,12.3,8.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2034-10-01,NA,7.1,10.7,5.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2034-11-01,NA,1.4,4.3,-1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2034-12-01,NA,-2.3,1.1,-4.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2035-01-01,NA,-3.6,-1,-9.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2035-02-01,NA,-0.2,0.4,-5.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2035-03-01,NA,-0.2,2,-5.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2035-04-01,NA,3.2,5.1,-0.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",2035-05-01,NA,7.5,10.2,4.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",2035-06-01,NA,11,14.3,8.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",2035-07-01,NA,13.7,16.7,11.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2035-08-01,NA,13.4,16.4,11.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285",2035-09-01,NA,10.2,12.4,8.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",2035-10-01,NA,6.1,8.4,3.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2035-11-01,NA,0,2.7,-4.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",2035-12-01,NA,-2.7,0.9,-7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2036-01-01,NA,-2.3,0.3,-7.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2036-02-01,NA,-0.8,2.6,-4.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2036-03-01,NA,0.8,3,-3.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2036-04-01,NA,4,6.7,-0.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",2036-05-01,NA,7.3,10.3,3.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2036-06-01,NA,11.4,15.1,9.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2036-07-01,NA,13.9,17.2,12,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2036-08-01,NA,13.4,16.1,11.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",2036-09-01,NA,10.8,13.3,8.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",2036-10-01,NA,6.9,8.8,3.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299",2036-11-01,NA,-0.3,3.6,-3.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2036-12-01,NA,-1.2,1,-5.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",2037-01-01,NA,-1.6,0.5,-7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2037-02-01,NA,1.4,4.7,-1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303",2037-03-01,NA,3.2,6.6,1.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2037-04-01,NA,5.7,8.2,3.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2037-05-01,NA,8.4,10.4,5.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306",2037-06-01,NA,12.7,14.6,9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2037-07-01,NA,14,16.4,12,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",2037-08-01,NA,13.2,15.3,11.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2037-09-01,NA,10.5,13.1,7.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310",2037-10-01,NA,7.3,9.1,4.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311",2037-11-01,NA,0.2,2.8,-3.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2037-12-01,NA,-1.5,1.9,-5.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313",2038-01-01,NA,-0.9,2.4,-5.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2038-02-01,NA,-1,3,-4.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315",2038-03-01,NA,2.5,5,-1.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316",2038-04-01,NA,4.8,7.1,1.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317",2038-05-01,NA,7.9,9.9,5.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318",2038-06-01,NA,11.7,14,9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2038-07-01,NA,13.7,15.9,11.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",2038-08-01,NA,13.2,16.6,10.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",2038-09-01,NA,10.9,12.6,8.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2038-10-01,NA,6.1,8.1,3.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323",2038-11-01,NA,0.2,2.2,-4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",2038-12-01,NA,1.9,3.8,-1.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",2039-01-01,NA,-2.1,1,-6.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",2039-02-01,NA,0.9,4.3,-2.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",2039-03-01,NA,1.9,4.4,-1.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",2039-04-01,NA,3.3,6.3,0.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",2039-05-01,NA,8,10.4,5.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",2039-06-01,NA,11.2,15.4,9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",2039-07-01,NA,14.2,17.1,12.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",2039-08-01,NA,13.9,16.2,11.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",2039-09-01,NA,10.6,12.7,8.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2039-10-01,NA,7.7,10,5.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",2039-11-01,NA,3.5,5.3,-0.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",2039-12-01,NA,1.1,3.3,-2.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",2040-01-01,NA,0.5,3.4,-3.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",2040-02-01,NA,4,7.1,0.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2040-03-01,NA,2.3,4.9,-1.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",2040-04-01,NA,4.5,7.3,1.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2040-05-01,NA,9.3,11.9,6.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",2040-06-01,NA,12.6,15.1,9.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",2040-07-01,NA,14.1,16.4,11.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2040-08-01,NA,14.1,17.3,11.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",2040-09-01,NA,11,13.5,8.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",2040-10-01,NA,6.5,8.2,3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",2040-11-01,NA,1.7,4,-2.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",2040-12-01,NA,-2.5,-0.5,-6.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",2041-01-01,NA,-4.2,0.6,-7.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2041-02-01,NA,0.6,3,-4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351",2041-03-01,NA,1.2,4.5,-3.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2041-04-01,NA,4.5,6.6,2.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2041-05-01,NA,8,10.6,5.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354",2041-06-01,NA,12.3,14.6,9.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355",2041-07-01,NA,14.2,17.6,12.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356",2041-08-01,NA,13.9,16.2,11.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357",2041-09-01,NA,10.7,12.9,8.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2041-10-01,NA,7.5,9.1,4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2041-11-01,NA,-0.9,0.6,-5.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2041-12-01,NA,-1.7,1.8,-4.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2042-01-01,NA,-1.1,1,-7.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2042-02-01,NA,1.5,3.3,-1.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",2042-03-01,NA,2.1,4,-2.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",2042-04-01,NA,4.3,6.7,1.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",2042-05-01,NA,8.2,10.1,5.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",2042-06-01,NA,11.5,14,8.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",2042-07-01,NA,14.9,16.9,11.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",2042-08-01,NA,14.1,16.4,11.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369",2042-09-01,NA,11,13.5,9.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2042-10-01,NA,8,10.5,4.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",2042-11-01,NA,1.2,4.2,-2.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",2042-12-01,NA,-2.6,1.1,-5.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",2043-01-01,NA,-1.8,1.4,-6.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",2043-02-01,NA,0.3,3,-3.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",2043-03-01,NA,0.9,4.1,-3.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",2043-04-01,NA,4.1,6,1.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",2043-05-01,NA,7.7,9.8,4.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",2043-06-01,NA,12.8,15.3,9.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",2043-07-01,NA,14.8,16.1,11.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2043-08-01,NA,13.6,15.7,10.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",2043-09-01,NA,10.8,13,8.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",2043-10-01,NA,7,9.4,4.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",2043-11-01,NA,1.3,4.2,-2.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",2043-12-01,NA,-3.6,1,-6.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",2044-01-01,NA,0.7,1.3,-4.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",2044-02-01,NA,1.6,2.8,-3.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",2044-03-01,NA,2.9,5.1,0.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",2044-04-01,NA,5.5,7.9,2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",2044-05-01,NA,8.1,9.5,4.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",2044-06-01,NA,13.1,15.5,9.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",2044-07-01,NA,15.1,17.7,12.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",2044-08-01,NA,13.3,16.2,11.5,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",2044-09-01,NA,11.6,13.8,10.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",2044-10-01,NA,7.8,10.3,4.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",2044-11-01,NA,1.1,3.8,-3.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",2044-12-01,NA,-1.7,-1,-6.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",2045-01-01,NA,-0.4,0.4,-4.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",2045-02-01,NA,-1.6,2.8,-4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",2045-03-01,NA,1,4.4,-1.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",2045-04-01,NA,4.4,6.6,1.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",2045-05-01,NA,8.3,11,5.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",2045-06-01,NA,12.3,14.5,9.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",2045-07-01,NA,15,17.4,12.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",2045-08-01,NA,13.5,16.1,11.8,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",2045-09-01,NA,11.3,15,9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",2045-10-01,NA,5.8,8.8,3.4,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",2045-11-01,NA,1.1,3.6,-2.2,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",2045-12-01,NA,1.3,3.3,-4.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2046-01-01,NA,-0.9,1.4,-5.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",2046-02-01,NA,0.2,1.8,-4.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",2046-03-01,NA,2.9,4.6,-2.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",2046-04-01,NA,4.4,6.8,0.1,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",2046-05-01,NA,8.1,10.3,5.6,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",2046-06-01,NA,12,13.9,8.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",2046-07-01,NA,14.2,15.9,10.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",2046-08-01,NA,13.9,16.2,9.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",2046-09-01,NA,10.6,12.4,7.7,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",2046-10-01,NA,7,8.8,3.3,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",2046-11-01,NA,1.7,3.8,-2.9,"YF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
